target_id	60_compatible1	60_compatible2	60_compatible3	60_incompatible1	60_incompatible3	60_incompatible4
AT5G63400.2	0.563773	0	0.179228	0	0	0
AT5G63625.1	0.122105	0.312428	0.229285	0	0	0
AT5G63840.2	0.525717	0.4951	1.30124e-9	0	0	0
AT5G65685.7	0.445581	0.289138	0.81911	0	0	0
AT5G66370.1	0.125836	0.428262	0.0965959	0	0	0
AT5G66535.1	0	0.72927	1.28398	0	0	0
AT5G66880.1	0.500982	0.46171	0	0	0	0
ATMG00390.1	1.61977	1.37598	0	0	0	0
ATMG00460.1	0	2.7673	2.51736	0	0	0
ATMG00610.1	0.172534	0	0.128918	0	0	0
TCONS_00000990	0	0.25903	0.227736	0	0	0
TCONS_00001229	0.558639	0.232155	0	0	0	0
TCONS_00002301	0.305619	0.134456	0	0	0	0
TCONS_00002319	0.228773	0	0.148437	0	0	0
TCONS_00004121	0.118076	0	0.124312	0	0	0
TCONS_00004187	0.27859	0.251645	0	0	0	0
TCONS_00004876	0.152561	0.151069	0	0	0	0
TCONS_00005017	0	0.179637	0.241406	0	0	0
TCONS_00006480	0.357055	0.299528	0	0	0	0
TCONS_00007323	1.60952	1.14345	0	0	0	0
TCONS_00007946	0.379211	2.11091	0	0	0	0
TCONS_00008225	0	0.515377	0.293286	0	0	0
TCONS_00009905	0	0.437559	0.418396	0	0	0
TCONS_00010810	0	0.305912	0.239765	0	0	0
TCONS_00012536	0.378314	0.624974	0.255748	0	0	0
TCONS_00012564	0.395168	0.135544	0	0	0	0
TCONS_00015673	0.479403	0.0836245	0.189201	0	0	0
TCONS_00015674	0.659659	0.126813	0.246944	0	0	0
TCONS_00015725	0.13825	0	0.196737	0	0	0
TCONS_00015776	0.56976	0.931839	0	0	0	0
TCONS_00018214	0	0.540895	0.483223	0	0	0
TCONS_00019596	0.465537	1.17902	0	0	0	0
TCONS_00022596	0.493016	0.758146	0.938412	0	0	0
TCONS_00022762	0	0.344882	0.309396	0	0	0
TCONS_00024279	0	0.159026	0.165525	0	0	0
TCONS_00024830	0	0.134443	0.123014	0	0	0
TCONS_00024947	0.24592	0.124942	0	0	0	0
TCONS_00025105	0.955352	8.0692e-9	0.602454	0	0	0
TCONS_00025239	0.182982	0.185652	0	0	0	0
TCONS_00026371	0	0.198812	0.148106	0	0	0
TCONS_00028987	0.177022	0	0.137687	0	0	0
TCONS_00029692	2.18847	1.14167	0	0	0	0
TCONS_00030191	0.17699	0.076671	0.463335	0	0	0
TCONS_00031451	0	0.570777	0.618585	0	0	0
TCONS_00031897	0.153955	0	0.148801	0	0	0
TCONS_00032304	0.249728	0.857193	0.248164	0	0	0
TCONS_00033347	0.192398	0.466894	0.344568	0	0	0
TCONS_00034812	0	0.443062	0.47785	0	0	0
TCONS_00034888	0	0.449702	0.936002	0	0	0
TCONS_00039628	0.210037	0	0.149963	0	0	0
TCONS_00040180	0.199825	0	0.184091	0	0	0
TCONS_00041206	0.00253284	0.724782	0.322438	0	0	0
TCONS_00042580	0.42027	0.196608	0	0	0	0
TCONS_00045486	0	0.40328	0.375341	0	0	0
TCONS_00045492	0	0.229308	0.21683	0	0	0
TCONS_00045730	1.17529	2.06298	0.258825	0	0	0
TCONS_00049418	0.137306	0	0.147451	0	0	0
TCONS_00051823	96.5078	0	0.394046	0	0	0
TCONS_00053517	0	0.466858	0.470418	0	0	0
TCONS_00054326	0.784035	0.324465	0	0	0	0
TCONS_00054632	0.658637	0.596816	0.44	0	0	0
TCONS_00056184	0	0.435936	0.290605	0	0	0
TCONS_00056387	0.201255	0.21009	0	0	0	0
TCONS_00056528	0.171955	0.157973	0	0	0	0
TCONS_00058121	0.53133300000000006	0	0.127004	0	0	0
TCONS_00058424	0.512755	0	0.206696	0	0	0
TCONS_00059518	0.204007	0.204942	0.214292	0	0	0
TCONS_00060286	0.316257	0.236045	0	0	0	0
TCONS_00060379	2.78592e-7	0.440562	0.532675	0	0	0
TCONS_00061267	0.784096	0	0.595262	0	0	0
TCONS_00061961	0.168428	0.16108	0.43751	0	0	0
TCONS_00062360	0	0.179035	0.176969	0	0	0
TCONS_00063113	0	0.606636	0.300044	0	0	0
